Airline,month,day ,Source,Destination,Dep_Time,Arrival_Time,Total_Stops,Dgree,Duration(Minutes),day_number,Price_USD
Jet Airways,6,24,Delhi,Cochin,09:00,12:35,1.0,Business,1655,0,117.95402298850574
Jet Airways,5,27,Delhi,Cochin,20:55,04:25,1.0,Business,450,0,148.2528735632184
Air India,3,12,Banglore,New Delhi,17:25,16:20,2.0,Business,1375,1,146.8735632183908
IndiGo,3,3,Delhi,Cochin,04:45,13:20,1.0,Business,515,6,170.93103448275863
Air India,3,21,Delhi,Cochin,13:20,19:15,2.0,Business,1795,3,100.0919540229885
Jet Airways,6,6,Kolkata,Banglore,20:00,18:15,1.0,Business,1335,3,124.64367816091954
SpiceJet,3,6,Mumbai,Hyderabad,05:45,07:05,0.0,Economy,80,2,47.45977011494253
IndiGo,5,18,Kolkata,Banglore,21:25,00:05,0.0,Economy,160,5,55.2183908045977
Jet Airways,5,6,Banglore,Delhi,08:20,11:20,0.0,Business,180,0,83.0919540229885
Jet Airways,3,21,Banglore,New Delhi,07:00,19:10,1.0,Business,730,3,90.02298850574712
SpiceJet,3,18,Chennai,Kolkata,09:30,12:05,0.0,Economy,155,0,44.35632183908046
Multiple carriers,6,6,Delhi,Cochin,07:30,19:15,1.0,Business,705,3,103.45977011494251
Vistara,5,9,Banglore,Delhi,17:00,19:35,0.0,Economy,155,3,56.06896551724138
IndiGo,5,3,Mumbai,Hyderabad,02:35,04:05,0.0,Economy,90,4,31.655172413793103
Vistara,6,27,Banglore,Delhi,07:00,09:40,0.0,Economy,160,3,53.6551724137931
Air Asia,5,12,Kolkata,Banglore,10:20,12:55,0.0,Economy,155,6,59.95402298850575
Jet Airways,6,6,Delhi,Cochin,05:30,04:25,2.0,Business,1375,3,119.17241379310344
IndiGo,3,9,Delhi,Cochin,06:40,21:20,2.0,Business,880,5,93.63218390804596
Jet Airways,3,27,Delhi,Cochin,13:00,04:25,1.0,Business,925,2,140.71264367816093
Jet Airways,3,15,Banglore,New Delhi,08:00,15:15,1.0,Business,435,4,104.98850574712644
Air India,6,6,Delhi,Cochin,13:15,09:25,2.0,Business,1210,3,125.73563218390804
Air India,6,6,Delhi,Cochin,10:55,07:40,2.0,Business,1245,3,135.09195402298852
SpiceJet,4,24,Kolkata,Banglore,17:10,19:40,0.0,Economy,150,2,47.97701149425287
Jet Airways,5,21,Kolkata,Banglore,20:00,19:50,1.0,Business,1430,1,124.64367816091954
Jet Airways,6,3,Delhi,Cochin,16:00,19:00,1.0,Business,1620,0,169.1264367816092
Jet Airways,6,12,Kolkata,Banglore,06:30,12:00,1.0,Business,330,2,113.7816091954023
IndiGo,3,3,Delhi,Cochin,09:10,21:00,1.0,Business,710,6,170.93103448275863
IndiGo,3,6,Chennai,Kolkata,13:20,15:35,0.0,Business,135,2,83.85057471264368
Air India,6,6,Delhi,Cochin,18:45,19:15,2.0,Business,1470,3,154.77011494252875
SpiceJet,5,21,Chennai,Kolkata,17:45,20:05,0.0,Economy,140,1,40.72413793103448
Multiple carriers,6,27,Delhi,Cochin,19:00,01:30,1.0,Business,390,3,82.73563218390805
Jet Airways,6,1,Delhi,Cochin,08:00,04:25,1.0,Business,1225,5,117.95402298850574
IndiGo,3,15,Kolkata,Banglore,15:20,17:55,0.0,Economy,155,4,47.67816091954023
Jet Airways,6,27,Banglore,Delhi,15:15,18:10,0.0,Business,175,3,92.13793103448276
Jet Airways,6,9,Delhi,Cochin,22:50,04:25,1.0,Business,335,6,117.95402298850574
SpiceJet,6,15,Kolkata,Banglore,14:55,17:25,0.0,Economy,150,5,44.14942528735632
Jet Airways,3,12,Banglore,New Delhi,09:45,00:30,1.0,Business,885,1,132.26436781609195
Jet Airways,5,1,Kolkata,Banglore,08:25,20:45,1.0,Business,740,2,169.89655172413794
Jet Airways,5,27,Delhi,Cochin,17:30,19:00,1.0,Business,1530,0,184.816091954023
Jet Airways,5,27,Delhi,Cochin,22:50,04:25,1.0,Business,335,0,148.2528735632184
Multiple carriers,3,6,Delhi,Cochin,07:30,19:15,1.0,Business,705,2,176.4712643678161
IndiGo,3,24,Banglore,New Delhi,18:25,21:20,0.0,Business,175,6,83.94252873563218
SpiceJet,3,24,Kolkata,Banglore,15:05,20:45,1.0,Economy,340,6,71.22988505747126
Air India,6,9,Kolkata,Banglore,09:10,13:15,1.0,Business,245,6,103.40229885057472
IndiGo,3,21,Delhi,Cochin,14:20,22:20,1.0,Economy,480,3,75.03448275862068
GoAir,4,9,Banglore,Delhi,20:55,23:40,0.0,Economy,165,1,48.72413793103448
IndiGo,3,12,Kolkata,Banglore,20:25,23:05,0.0,Economy,160,1,47.67816091954023
SpiceJet,5,24,Banglore,Delhi,21:10,00:05,0.0,Economy,175,4,45.64367816091954
Air Asia,5,6,Kolkata,Banglore,07:35,23:30,1.0,Economy,955,0,59.67816091954023
Jet Airways,4,9,Delhi,Cochin,13:25,12:35,2.0,Business,1390,1,109.0
Jet Airways,6,3,Delhi,Cochin,11:40,19:00,2.0,Business,440,0,216.1379310344828
Air India,6,18,Delhi,Cochin,05:10,08:00,0.0,Economy,170,1,59.7816091954023
Jet Airways,5,27,Delhi,Cochin,11:30,19:00,1.0,Business,450,0,184.816091954023
Jet Airways,6,15,Banglore,Delhi,19:50,22:50,0.0,Business,180,5,83.0919540229885
Multiple carriers,5,27,Delhi,Cochin,17:45,01:30,1.0,Economy,465,0,78.10344827586206
Jet Airways,5,9,Kolkata,Banglore,09:35,10:55,1.0,Business,1520,3,125.89655172413794
Multiple carriers,6,24,Delhi,Cochin,15:05,01:30,2.0,Business,625,0,183.5057471264368
Air India,4,9,Delhi,Cochin,12:55,19:15,2.0,Business,1820,1,114.57471264367815
IndiGo,6,6,Kolkata,Banglore,22:15,00:50,0.0,Economy,155,3,55.2183908045977
Jet Airways,5,27,Delhi,Cochin,10:00,19:00,1.0,Business,540,0,184.816091954023
Jet Airways,6,12,Delhi,Cochin,21:25,12:35,2.0,Business,910,2,132.26436781609195
Air India,6,9,Kolkata,Banglore,09:25,13:45,2.0,Business,1700,6,132.66666666666666
Jet Airways,4,24,Banglore,Delhi,17:45,20:45,0.0,Business,180,2,83.0919540229885
Jet Airways,4,27,Banglore,Delhi,06:00,08:45,0.0,Economy,165,5,52.22988505747127
IndiGo,5,15,Delhi,Cochin,05:10,10:05,1.0,Economy,295,2,74.66666666666667
IndiGo,6,15,Kolkata,Banglore,21:25,00:05,0.0,Economy,160,5,55.2183908045977
Air India,3,1,Banglore,New Delhi,11:05,09:15,1.0,Business,1330,4,154.4712643678161
Jet Airways,3,27,Delhi,Cochin,18:15,04:25,1.0,Economy,610,2,75.17241379310344
IndiGo,6,1,Banglore,Delhi,23:30,02:20,0.0,Economy,170,5,52.770114942528735
IndiGo,3,18,Banglore,New Delhi,16:15,20:35,1.0,Economy,260,0,51.0
Air Asia,3,21,Delhi,Cochin,20:10,07:10,1.0,Economy,660,3,70.70114942528735
Jet Airways,6,21,Banglore,Delhi,17:45,20:45,0.0,Business,180,4,89.1264367816092
Jet Airways,6,24,Delhi,Cochin,14:00,12:35,1.0,Business,1355,0,117.95402298850574
Jet Airways,6,9,Banglore,Delhi,18:55,22:00,0.0,Business,185,6,92.13793103448276
SpiceJet,3,24,Kolkata,Banglore,06:55,09:35,0.0,Economy,160,6,54.95402298850575
Vistara,6,27,Banglore,Delhi,11:30,14:20,0.0,Economy,170,3,53.6551724137931
Air India,3,6,Banglore,New Delhi,11:50,08:55,1.0,Business,1265,2,167.7471264367816
Jet Airways,3,24,Kolkata,Banglore,16:55,04:45,1.0,Business,710,6,163.57471264367817
Air India,5,15,Delhi,Cochin,05:15,06:50,1.0,Business,1535,2,96.83908045977012
Multiple carriers,6,12,Delhi,Cochin,07:05,22:30,1.0,Business,925,2,110.8735632183908
IndiGo,3,3,Chennai,Kolkata,14:40,17:05,0.0,Business,145,6,83.85057471264368
Air Asia,4,9,Kolkata,Banglore,06:50,10:30,1.0,Economy,220,1,59.333333333333336
IndiGo,3,9,Banglore,New Delhi,18:25,21:20,0.0,Business,175,5,78.85057471264368
Vistara,4,15,Delhi,Cochin,06:00,09:10,0.0,Economy,190,0,71.44827586206897
Air Asia,5,24,Kolkata,Banglore,07:35,19:25,1.0,Economy,710,4,59.67816091954023
IndiGo,4,9,Banglore,Delhi,20:00,22:50,0.0,Economy,170,1,55.4367816091954
SpiceJet,4,3,Banglore,Delhi,09:30,12:20,0.0,Economy,170,2,45.04597701149425
IndiGo,6,3,Mumbai,Hyderabad,19:05,20:35,0.0,Economy,90,0,31.655172413793103
Multiple carriers,5,9,Delhi,Cochin,07:30,19:00,1.0,Business,690,3,107.06896551724138
Multiple carriers,3,27,Delhi,Cochin,10:00,18:50,1.0,Business,530,2,134.10344827586206
Jet Airways,6,12,Kolkata,Banglore,08:25,04:40,1.0,Economy,1215,2,71.54022988505747
Air India,3,24,Kolkata,Banglore,09:25,05:35,2.0,Business,1210,6,153.4367816091954
Jet Airways,3,18,Banglore,New Delhi,16:55,09:00,1.0,Business,965,0,127.4367816091954
Multiple carriers,3,6,Delhi,Cochin,13:00,01:35,1.0,Business,755,2,179.3448275862069
Jet Airways,5,9,Delhi,Cochin,19:30,12:35,2.0,Business,1025,3,173.89655172413794
IndiGo,4,9,Banglore,Delhi,16:55,19:55,0.0,Economy,180,1,55.4367816091954
Vistara,5,1,Kolkata,Banglore,07:10,22:40,1.0,Business,930,2,97.14942528735632
Multiple carriers,6,6,Delhi,Cochin,07:30,19:00,1.0,Business,690,3,143.95402298850576
SpiceJet,3,27,Chennai,Kolkata,17:45,20:05,0.0,Economy,140,2,38.89655172413793
Jet Airways,6,1,Delhi,Cochin,19:15,19:00,1.0,Business,1425,5,117.95402298850574
SpiceJet,6,18,Mumbai,Hyderabad,13:15,14:45,0.0,Economy,90,1,22.58620689655172
IndiGo,5,18,Kolkata,Banglore,22:15,00:50,0.0,Economy,155,5,55.2183908045977
Jet Airways,5,27,Delhi,Cochin,18:15,19:00,1.0,Business,1485,0,184.816091954023
Jet Airways,6,1,Delhi,Cochin,21:25,19:00,2.0,Business,1295,5,152.7816091954023
Air Asia,5,9,Delhi,Cochin,07:55,13:25,1.0,Economy,330,3,77.59770114942529
Air India,5,15,Delhi,Cochin,07:00,19:15,1.0,Business,735,2,99.64367816091954
IndiGo,3,3,Delhi,Cochin,17:30,01:35,1.0,Business,485,6,170.93103448275863
Jet Airways,5,21,Delhi,Cochin,14:00,19:00,1.0,Business,300,1,148.2528735632184
SpiceJet,6,6,Banglore,Delhi,09:30,12:20,0.0,Economy,170,3,45.04597701149425
Multiple carriers,3,1,Delhi,Cochin,12:50,19:15,1.0,First Class,385,4,425.0919540229885
IndiGo,6,3,Chennai,Kolkata,19:35,21:55,0.0,Economy,140,0,41.3448275862069
Air India,3,9,Banglore,New Delhi,17:00,19:45,0.0,Business,165,5,123.45977011494251
Air India,6,6,Kolkata,Banglore,16:50,05:35,2.0,Business,765,3,131.4022988505747
Jet Airways,3,12,Banglore,New Delhi,18:55,10:45,1.0,Business,950,1,127.4367816091954
Jet Airways,6,3,Delhi,Cochin,09:35,12:35,2.0,Business,1620,0,152.7816091954023
Air India,6,15,Delhi,Cochin,05:15,07:40,3.0,Business,1585,5,120.60919540229884
GoAir,3,9,Banglore,New Delhi,07:45,10:40,0.0,Business,175,5,87.71264367816092
Air India,6,6,Delhi,Cochin,06:50,07:40,2.0,Business,1490,3,153.80459770114942
Jet Airways,6,6,Kolkata,Banglore,20:00,04:40,1.0,Business,520,3,157.82758620689654
Air India,5,21,Delhi,Cochin,05:55,07:40,2.0,Business,1545,1,136.90804597701148
IndiGo,4,18,Banglore,Delhi,23:30,02:20,0.0,Economy,170,3,52.770114942528735
Multiple carriers,6,3,Delhi,Cochin,13:00,19:15,1.0,Business,375,0,170.66666666666666
Multiple carriers,6,12,Delhi,Cochin,08:45,19:15,1.0,Business,630,2,95.01149425287356
Air India,5,18,Delhi,Cochin,17:15,19:15,2.0,Business,1560,5,142.4367816091954
Jet Airways,6,12,Kolkata,Banglore,18:55,12:00,1.0,Business,1025,2,149.93103448275863
Jet Airways,5,21,Delhi,Cochin,07:05,04:25,1.0,Business,1280,1,148.2528735632184
Jet Airways,3,21,Delhi,Cochin,22:50,04:25,1.0,Business,335,3,140.71264367816093
IndiGo,5,18,Banglore,Delhi,10:10,13:00,0.0,Economy,170,5,45.32183908045977
Vistara,3,24,Kolkata,Banglore,20:20,22:10,1.0,Business,1550,6,127.64367816091954
Jet Airways,5,12,Kolkata,Banglore,21:10,09:20,1.0,Business,730,6,165.3793103448276
Jet Airways,5,18,Delhi,Cochin,19:30,12:35,2.0,Business,1025,5,149.58620689655172
Multiple carriers,3,6,Delhi,Cochin,10:20,18:50,1.0,Business,510,2,177.13793103448276
Jet Airways,3,9,Delhi,Cochin,19:45,18:50,1.0,Business,1385,5,187.22988505747125
IndiGo,5,15,Delhi,Cochin,06:50,16:10,1.0,Economy,560,2,74.04597701149426
Jet Airways,5,18,Kolkata,Banglore,08:25,16:20,1.0,Business,475,5,124.64367816091954
Jet Airways,5,18,Mumbai,Hyderabad,10:20,11:50,0.0,Business,90,5,65.26436781609195
IndiGo,4,12,Banglore,Delhi,23:30,02:20,0.0,Economy,170,4,79.37931034482759
SpiceJet,5,21,Chennai,Kolkata,09:45,12:00,0.0,Economy,135,1,40.72413793103448
Jet Airways,6,6,Delhi,Cochin,09:00,19:00,1.0,Business,600,3,169.1264367816092
Vistara Premium economy,3,3,Banglore,New Delhi,16:00,18:35,0.0,Business,155,6,135.55172413793105
Multiple carriers,5,15,Delhi,Cochin,11:30,19:15,1.0,Business,465,2,164.632183908046
SpiceJet,4,9,Banglore,Delhi,21:10,00:05,0.0,Economy,175,1,45.64367816091954
Vistara,5,6,Kolkata,Banglore,20:20,22:40,1.0,Business,1580,0,97.14942528735632
Vistara,4,12,Banglore,Delhi,07:00,09:40,0.0,Economy,160,4,62.10344827586207
Multiple carriers,5,9,Delhi,Cochin,10:00,21:00,1.0,Business,660,3,157.7816091954023
Air India,4,1,Kolkata,Banglore,10:00,05:25,2.0,Business,1165,0,145.27586206896552
Jet Airways,4,18,Banglore,Delhi,15:15,18:10,0.0,Economy,175,3,59.747126436781606
Vistara,6,1,Banglore,Delhi,19:30,22:15,0.0,Economy,165,5,56.06896551724138
Jet Airways,5,18,Delhi,Cochin,19:45,19:00,1.0,Business,1395,5,142.2183908045977
Multiple carriers,3,3,Delhi,Cochin,07:10,16:10,1.0,Business,540,6,98.29885057471265
Vistara,4,21,Delhi,Cochin,14:40,17:50,0.0,Economy,190,6,77.48275862068965
Multiple carriers,4,9,Delhi,Cochin,12:50,19:15,1.0,Economy,385,1,74.49425287356321
Multiple carriers,6,6,Delhi,Cochin,10:35,19:15,1.0,Business,520,3,84.52873563218391
Air India,4,21,Banglore,Delhi,21:05,23:55,0.0,Economy,170,6,60.0919540229885
Jet Airways,5,12,Kolkata,Banglore,08:25,20:45,1.0,Business,740,6,124.64367816091954
IndiGo,5,18,Delhi,Cochin,06:50,12:10,1.0,Economy,320,5,72.95402298850574
Air India,3,15,Banglore,New Delhi,08:15,12:15,1.0,Economy,240,4,57.62068965517241
Jet Airways,6,9,Kolkata,Banglore,18:55,04:40,1.0,Business,585,6,111.06896551724138
IndiGo,4,6,Banglore,Delhi,18:25,21:20,0.0,Economy,175,5,55.4367816091954
Air India,6,24,Delhi,Cochin,16:55,19:15,2.0,Business,1580,0,153.80459770114942
SpiceJet,6,1,Chennai,Kolkata,09:45,12:00,0.0,Economy,135,5,40.72413793103448
Jet Airways,5,15,Kolkata,Banglore,18:55,04:40,1.0,Business,585,2,111.06896551724138
Jet Airways,4,1,Kolkata,Banglore,18:55,19:50,1.0,Business,1495,0,81.19540229885058
Jet Airways,6,9,Delhi,Cochin,07:05,19:00,1.0,Business,715,6,117.95402298850574
Air India,6,1,Delhi,Cochin,10:55,19:15,2.0,Business,500,5,149.57471264367817
Jet Airways,6,27,Delhi,Cochin,19:10,12:35,2.0,Business,1045,3,176.31034482758622
GoAir,4,18,Banglore,Delhi,11:40,14:30,0.0,Economy,170,3,56.747126436781606
IndiGo,6,6,Delhi,Cochin,05:05,12:10,1.0,Economy,425,3,78.36781609195403
Air India,5,18,Delhi,Cochin,22:00,19:15,2.0,Business,1275,5,120.01149425287356
Jet Airways,4,3,Delhi,Cochin,14:00,19:00,1.0,Economy,300,2,59.50574712643678
IndiGo,6,27,Chennai,Kolkata,11:35,14:00,0.0,Economy,145,3,44.3448275862069
IndiGo,5,18,Kolkata,Banglore,21:00,02:15,1.0,Business,315,5,75.10344827586206
Multiple carriers,6,15,Delhi,Cochin,10:20,01:30,1.0,Economy,910,5,78.10344827586206
Multiple carriers,6,3,Delhi,Cochin,07:30,19:15,1.0,Business,705,0,111.9080459770115
Jet Airways,5,1,Banglore,Delhi,19:50,22:50,0.0,Business,180,2,83.0919540229885
SpiceJet,4,24,Delhi,Cochin,17:55,22:50,1.0,Economy,295,2,56.97701149425287
IndiGo,3,9,Banglore,New Delhi,06:00,08:45,0.0,Business,165,5,87.9080459770115
SpiceJet,6,15,Kolkata,Banglore,14:55,17:25,0.0,Economy,150,5,44.51724137931034
Jet Airways,5,12,Kolkata,Banglore,18:55,04:40,1.0,Business,585,6,165.3793103448276
IndiGo,3,6,Kolkata,Banglore,17:15,19:55,0.0,Economy,160,2,64.57471264367815
Multiple carriers,6,9,Delhi,Cochin,19:00,01:30,1.0,Business,390,6,85.14942528735632
Air Asia,3,3,Delhi,Cochin,16:45,22:15,1.0,Business,330,6,158.32183908045977
Vistara,5,3,Banglore,Delhi,07:00,09:40,0.0,Economy,160,4,53.6551724137931
Jet Airways,3,21,Delhi,Cochin,18:20,04:25,2.0,Business,2045,3,150.367816091954
Air India,6,3,Delhi,Cochin,03:50,19:15,1.0,Business,925,0,99.64367816091954
IndiGo,6,24,Delhi,Cochin,16:00,01:30,1.0,Economy,570,0,72.59770114942529
Jet Airways,3,6,Delhi,Cochin,22:20,04:25,1.0,Business,365,2,144.632183908046
Vistara,3,9,Banglore,New Delhi,16:10,18:50,0.0,Business,160,5,91.06896551724138
GoAir,3,3,Delhi,Cochin,07:00,12:50,1.0,Business,350,6,84.80459770114942
Vistara,6,3,Banglore,Delhi,19:30,22:15,0.0,Economy,165,0,56.06896551724138
Jet Airways,5,18,Kolkata,Banglore,16:30,19:50,1.0,Business,1640,5,124.64367816091954
Jet Airways,4,3,Banglore,Delhi,08:20,11:20,0.0,Business,180,2,83.0919540229885
SpiceJet,5,21,Delhi,Cochin,06:05,11:20,1.0,Economy,315,1,72.37931034482759
Jet Airways,6,12,Kolkata,Banglore,20:00,12:00,1.0,Business,960,2,98.03448275862068
Multiple carriers,5,18,Delhi,Cochin,14:00,21:00,1.0,Business,420,5,157.7816091954023
SpiceJet,5,24,Kolkata,Banglore,08:35,17:15,1.0,Business,520,4,76.35632183908046
Multiple carriers,5,9,Delhi,Cochin,10:00,19:00,1.0,Business,540,3,117.20689655172414
SpiceJet,4,21,Kolkata,Banglore,22:20,00:40,0.0,Economy,140,6,56.44827586206897
IndiGo,3,6,Chennai,Kolkata,05:15,07:35,0.0,Business,140,2,74.50574712643679
Jet Airways,3,1,Banglore,New Delhi,08:55,15:15,1.0,First Class,380,4,309.08045977011494
IndiGo,5,18,Kolkata,Banglore,19:20,23:45,1.0,Economy,265,5,42.72413793103448
IndiGo,6,1,Chennai,Kolkata,13:15,15:35,0.0,Economy,140,5,41.3448275862069
Air India,3,18,Banglore,New Delhi,11:05,22:10,2.0,Business,665,0,124.66666666666669
Air India,3,1,Banglore,New Delhi,05:50,22:45,1.0,Business,1015,4,161.71264367816093
Jet Airways,4,1,Delhi,Cochin,22:50,12:35,1.0,Economy,825,0,59.50574712643678
Air India,3,6,Delhi,Cochin,05:55,07:40,2.0,Business,1545,2,168.28735632183907
IndiGo,6,6,Delhi,Cochin,08:35,22:30,1.0,Economy,835,3,74.04597701149426
Air India,3,21,Delhi,Cochin,17:45,23:00,1.0,Economy,315,3,65.5632183908046
Jet Airways,5,6,Kolkata,Banglore,14:05,09:20,1.0,Business,1155,0,111.06896551724138
Jet Airways,6,6,Delhi,Cochin,20:55,04:25,1.0,Business,450,3,169.1264367816092
Jet Airways,4,1,Delhi,Cochin,10:00,19:00,1.0,Economy,540,0,62.13793103448276
Vistara,5,15,Kolkata,Banglore,20:20,20:20,1.0,Business,1440,2,98.96551724137932
Jet Airways,6,12,Delhi,Cochin,18:25,12:35,2.0,Business,1090,2,163.64367816091954
IndiGo,6,9,Banglore,Delhi,07:10,10:05,0.0,Economy,175,6,55.4367816091954
IndiGo,3,27,Mumbai,Hyderabad,20:05,21:35,0.0,Economy,90,2,25.597701149425287
Jet Airways,5,18,Delhi,Cochin,07:05,04:25,1.0,Business,1280,5,142.2183908045977
Air India,6,6,Delhi,Cochin,13:00,19:15,1.0,Business,375,3,96.22988505747126
Jet Airways,3,3,Delhi,Cochin,13:55,04:25,1.0,Business,870,6,195.67816091954023
Air India,5,27,Mumbai,Hyderabad,21:05,22:25,0.0,Economy,80,0,35.632183908045974
Jet Airways,3,9,Delhi,Cochin,06:50,19:45,1.0,Business,775,5,161.5287356321839
IndiGo,5,9,Chennai,Kolkata,05:15,07:40,0.0,Economy,145,3,40.689655172413794
Vistara,5,21,Kolkata,Banglore,20:20,18:50,1.0,Business,1350,1,107.41379310344828
Jet Airways,6,1,Delhi,Cochin,05:30,04:25,2.0,Business,1375,5,119.17241379310344
Jet Airways,3,1,Banglore,New Delhi,07:00,12:25,1.0,First Class,325,4,309.08045977011494
SpiceJet,3,9,Mumbai,Hyderabad,08:50,10:15,0.0,Business,85,5,66.14942528735632
Jet Airways,3,21,Banglore,New Delhi,08:55,16:10,1.0,Business,435,3,90.02298850574712
Jet Airways,5,6,Kolkata,Banglore,08:25,20:45,1.0,Business,740,0,165.3793103448276
Air India,6,27,Delhi,Cochin,13:15,09:25,2.0,Business,1210,3,101.59770114942528
Air India,3,3,Delhi,Cochin,22:00,19:15,2.0,First Class,1275,6,253.97701149425288
Vistara,5,27,Chennai,Kolkata,07:05,09:20,0.0,Economy,135,0,42.37931034482759
Multiple carriers,5,15,Delhi,Cochin,08:30,19:00,1.0,Business,630,2,110.65517241379312
Multiple carriers,3,21,Delhi,Cochin,11:30,01:35,1.0,Business,845,3,155.6551724137931
IndiGo,4,27,Banglore,Delhi,04:00,06:50,0.0,Economy,170,5,50.83908045977012
IndiGo,3,3,Delhi,Cochin,04:55,21:20,2.0,Business,985,6,102.28735632183908
SpiceJet,4,21,Delhi,Cochin,06:05,11:20,1.0,Economy,315,6,64.17241379310344
Air Asia,5,27,Delhi,Cochin,16:45,06:35,1.0,Economy,830,0,77.60919540229885
SpiceJet,5,21,Chennai,Kolkata,08:20,10:35,0.0,Economy,135,1,40.72413793103448
Jet Airways,3,21,Banglore,New Delhi,08:00,15:15,1.0,Business,435,3,90.02298850574712
Air India,5,1,Kolkata,Banglore,05:50,08:55,2.0,Business,1625,2,126.33333333333331
Jet Airways,5,27,Delhi,Cochin,09:00,12:35,1.0,Business,1655,0,148.2528735632184
Jet Airways,5,27,Delhi,Cochin,14:00,19:00,1.0,Business,300,0,148.2528735632184
GoAir,5,24,Banglore,Delhi,11:40,14:30,0.0,Economy,170,4,39.05747126436781
Air India,4,24,Delhi,Cochin,05:10,08:00,0.0,Economy,170,2,59.7816091954023
Air India,5,6,Kolkata,Banglore,10:00,01:20,2.0,Business,920,0,159.45977011494253
Air India,6,15,Delhi,Cochin,17:40,23:00,1.0,Business,320,5,84.8735632183908
Jet Airways,6,6,Delhi,Cochin,18:15,04:25,1.0,Business,610,3,117.95402298850574
Jet Airways,3,24,Kolkata,Banglore,08:25,12:00,1.0,Business,1655,6,115.29885057471265
Jet Airways,5,6,Kolkata,Banglore,09:35,19:10,1.0,Business,575,0,142.3448275862069
Jet Airways,5,9,Kolkata,Banglore,14:05,18:15,1.0,Business,1690,3,89.16091954022988
Jet Airways,3,6,Banglore,New Delhi,21:25,11:25,1.0,Business,840,2,198.4022988505747
SpiceJet,3,1,Chennai,Kolkata,09:30,12:05,0.0,Business,155,4,83.88505747126437
Jet Airways,4,6,Banglore,Delhi,15:15,18:10,0.0,Business,175,5,83.0919540229885
IndiGo,4,1,Kolkata,Banglore,04:40,07:15,0.0,Economy,155,0,47.97701149425287
IndiGo,5,18,Kolkata,Banglore,17:35,22:15,1.0,Economy,280,5,65.50574712643679
Air India,4,24,Kolkata,Banglore,14:15,16:45,0.0,Economy,150,2,56.0919540229885
Air India,3,6,Delhi,Cochin,08:00,19:15,1.0,Business,675,2,175.67816091954023
Jet Airways,3,24,Kolkata,Banglore,08:25,16:20,1.0,Business,475,6,158.1494252873563
Vistara,3,24,Kolkata,Banglore,09:55,18:45,1.0,Business,530,6,184.9655172413793
IndiGo,3,9,Mumbai,Hyderabad,06:20,07:45,0.0,Economy,85,5,50.48275862068966
Jet Airways,6,24,Delhi,Cochin,20:55,12:35,1.0,Business,940,0,117.95402298850574
SpiceJet,6,12,Kolkata,Banglore,06:55,09:30,0.0,Economy,155,2,44.14942528735632
GoAir,6,1,Banglore,Delhi,07:45,10:40,0.0,Economy,175,5,58.02298850574713
Air India,5,21,Kolkata,Banglore,07:00,20:25,1.0,Business,805,1,127.54022988505749
IndiGo,4,24,Delhi,Cochin,07:35,12:10,1.0,Economy,275,2,58.310344827586206
Jet Airways,3,3,Delhi,Cochin,09:55,04:25,1.0,Business,1110,6,227.90804597701148
Vistara,3,21,Chennai,Kolkata,07:05,09:20,0.0,Economy,135,3,42.97701149425287
Air India,3,9,Delhi,Cochin,05:00,19:15,2.0,Business,2295,5,121.816091954023
Jet Airways,6,15,Banglore,Delhi,18:55,22:00,0.0,Business,185,5,83.0919540229885
Vistara,4,1,Kolkata,Banglore,17:00,18:50,1.0,Business,1550,0,98.96551724137932
Vistara,5,9,Delhi,Cochin,14:40,17:50,0.0,Economy,190,3,71.44827586206897
Air India,6,9,Banglore,Delhi,13:20,16:10,0.0,Economy,170,6,80.01149425287356
Jet Airways,5,6,Kolkata,Banglore,09:35,21:05,1.0,Business,690,0,123.02298850574712
Jet Airways,5,15,Kolkata,Banglore,17:00,23:35,1.0,Business,395,2,162.6551724137931
